"","ks4score","fiveac","fiveem","k3en","k3ma","k3sc","gender","SECshort","hiquamum","singlepar","house","fsm","parasp","computer","tuition","pupasp","homework","attitude","sen","truancy","absent","exclude","IDACI_n","FSMband"
"12590",134,"no","no",3,4,3,"Male","Managerial_and_professional","No_qualification","no","owned","no","Yes","Yes","No","Yes","3_evenings","low","No","No","No","Yes",1.08459840799768,"13pr-21pr"
"12592",134,"no","no",3,3,3,"Male","Managerial_and_professional","GCSE_grades_A-C_or_equiv","no","owned","no","No","Yes","No","Yes","5_evenings","high","Yes","No","No","No",-0.717350204505105,"5pr-9pr"
"12595",133,"no","no",4,5,4,"Male","Routine,_semi-routine_or_unemployed","No_qualification","yes","rented","yes","No","Yes","No","No","2_evenings","very_low","No","Yes","No","Yes",-0.133569557224168,"9pr-13pr"
"12596",133,"no","no",4,3,3,"Male","Routine,_semi-routine_or_unemployed","No_qualification","yes","rented","yes","Yes","Yes","No","Yes","2_evenings","very_low","Yes","No","No","No",0.927439849921031,"13pr-21pr"
"12598",132,"no","no",5,5,4,"Female","Routine,_semi-routine_or_unemployed","GCSE_grades_A-C_or_equiv","yes","rented","no","Yes","No","No","Yes","3_evenings","very_low","No","No","No","No",0.639139844866929,"<5pr"
"12601",132,"no","no",3,5,4,"Male","Routine,_semi-routine_or_unemployed","No_qualification","no","rented","yes","Yes","Yes","No","Yes","3_evenings","low","No","No","missing","missing",0.359460849287748,"21pr-35pr"
"12602",132,"no","no",3,5,4,"Male","Routine,_semi-routine_or_unemployed","No_qualification","yes","owned","no","Yes","Yes","No","Yes","missing","low","No","No","No","No",-0.395427505397233,"21pr-35pr"
"12603",132,"no","no",5,4,4,"Male","Managerial_and_professional","HE_below_degree_level","no","owned","no","No","Yes","No","Yes","1_evening","very_low","No","Yes","No","Yes",-1.47374829043242,"9pr-13pr"
"12605",132,"no","no",3,3,4,"Male","Managerial_and_professional","Other_qualifications","yes","owned","no","Yes","No","No","No","missing","low","No","Yes","No","Yes",-0.617623732365254,"<5pr"
"12609",132,"no","no",3,3,3,"Male","Intermediate","No_qualification","no","rented","no","No","Yes","No","No","missing","very_low","No","No","No","No",1.73294998351419,"21pr-35pr"
"12612",131,"no","no",3,3,3,"Female","Intermediate","No_qualification","no","owned","no","Yes","Yes","No","Yes","5_evenings","high","Yes","No","missing","missing",-0.952810986649645,"35pr+"
"12613",131,"no","no",3,2,2,"Female","Routine,_semi-routine_or_unemployed","No_qualification","no","rented","no","Yes","Yes","No","Yes","5_evenings","high","No","No","No","No",0.698137313962829,"21pr-35pr"
"12614",131,"no","no",3,3,3,"Male","Routine,_semi-routine_or_unemployed","No_qualification","no","rented","yes","Yes","Yes","No","Yes","4_evenings","very_low","No","No","No","No",0.822999503896573,"13pr-21pr"
"12616",130,"no","no",3,4,4,"Female","Managerial_and_professional","GCSE_grades_A-C_or_equiv","no","owned","yes","Yes","Yes","No","Yes","missing","low","No","No","Yes","No",-0.475119574593328,"35pr+"
"12617",130,"no","no",3,3,4,"Female","Routine,_semi-routine_or_unemployed","Other_qualifications","no","rented","no","Yes","Yes","No","No","missing","low","No","No","No","Yes",1.00009694271757,"35pr+"
"12618",130,"no","no",4,4,3,"Female","Managerial_and_professional","HE_below_degree_level","no","owned","no","Yes","Yes","No","Yes","1_evening","very_low","No","No","No","No",-0.251306238677902,"9pr-13pr"
"12619",130,"no","no",3,2,3,"Female","Routine,_semi-routine_or_unemployed","No_qualification","yes","rented","yes","Yes","No","No","Yes","missing","low","Yes","No","No","No",-0.305645833035296,"35pr+"
"12620",130,"no","no",6,7,7,"Male","Intermediate","Other_qualifications","no","owned","no","Yes","Yes","No","Yes","3_evenings","low","No","No","No","No",-0.097768331920779,"35pr+"
"12621",130,"no","no",5,6,5,"Male","Routine,_semi-routine_or_unemployed","No_qualification","yes","rented","no","No","Yes","No","No","1_evening","very_low","No","Yes","No","Yes",0.055955671948939,"5pr-9pr"
"12622",130,"no","no",5,5,5,"Male","Intermediate","No_qualification","no","rented","no","Yes","No","No","No","2_evenings","low","No","No","No","No",1.66334262615322,"21pr-35pr"
"12623",130,"no","no",3,5,5,"Male","Intermediate","Other_qualifications","yes","rented","yes","No","No","No","Yes","missing","very_low","Yes","No","No","No",0.452352853743138,"21pr-35pr"
"12624",130,"no","no",3,3,5,"Male","Managerial_and_professional","Other_qualifications","no","owned","no","Yes","Yes","Yes","Yes","1_evening","high","Yes","No","No","No",-0.822106871463372,"5pr-9pr"
"12625",130,"no","no",4,5,4,"Male","Routine,_semi-routine_or_unemployed","No_qualification","yes","rented","yes","No","Yes","No","No","3_evenings","low","No","Yes","Yes","No",1.56207775221416,"21pr-35pr"
"12626",130,"no","no",5,4,4,"Male","Routine,_semi-routine_or_unemployed","GCSE_grades_A-C_or_equiv","no","owned","no","No","Yes","No","No","1_evening","low","No","Yes","No","Yes",0.140716779332909,"5pr-9pr"
"12627",130,"no","no",3,4,4,"Male","Intermediate","No_qualification","no","owned","no","Yes","Yes","No","No","2_evenings","low","No","No","No","No",0.515139702170425,"9pr-13pr"
"12628",130,"no","no",3,4,4,"Male","Managerial_and_professional","No_qualification","no","owned","no","No","Yes","No","No","missing","very_low","No","No","No","No",0.713445567899731,"35pr+"
"12629",130,"no","no",3,4,4,"Male","Intermediate","HE_below_degree_level","no","owned","no","Yes","Yes","No","Yes","4_evenings","very_high","Yes","No","No","No",-0.791483146615797,"9pr-13pr"
"12630",130,"no","no",3,5,3,"Male","Intermediate","GCSE_grades_A-C_or_equiv","no","owned","no","No","Yes","No","No","3_evenings","low","No","No","No","Yes",1.10063891281914,"13pr-21pr"
"12631",130,"no","no",4,4,3,"Male","Routine,_semi-routine_or_unemployed","No_qualification","yes","owned","no","No","No","No","Yes","1_evening","very_low","No","Yes","No","No",0.798685560880711,"21pr-35pr"
"12632",130,"no","no",3,2,3,"Male","Intermediate","GCE_A_Level_or_equivalent","no","rented","no","Yes","Yes","No","No","missing","very_high","No","No","No","Yes",0.372475707011747,"21pr-35pr"
"12635",130,"no","no",3,2,2,"Male","Intermediate","No_qualification","no","owned","yes","Yes","Yes","No","Yes","2_evenings","high","Yes","No","No","No",0.785079210102726,"35pr+"
"12638",128.5,"no","no",4,5,4,"Male","Managerial_and_professional","HE_below_degree_level","yes","rented","no","Yes","Yes","No","Yes","2_evenings","very_high","No","Yes","No","No",1.43148159333834,"35pr+"
"12639",128.25,"no","no",4,5,5,"Male","Routine,_semi-routine_or_unemployed","No_qualification","no","rented","no","No","No","No","No","2_evenings","very_low","No","No","No","Yes",0.708017716109083,"21pr-35pr"
"12641",128,"no","no",3,4,3,"Female","Intermediate","GCSE_grades_A-C_or_equiv","no","rented","yes","Yes","No","No","Yes","5_evenings","high","No","No","No","No",1.09308942350513,"21pr-35pr"
"12642",128,"no","no",3,4,3,"Female","Routine,_semi-routine_or_unemployed","GCSE_grades_A-C_or_equiv","no","owned","no","No","Yes","No","Yes","3_evenings","very_high","No","Yes","No","Yes",-0.527808315654474,"13pr-21pr"
"12644",128,"no","no",5,5,5,"Male","Routine,_semi-routine_or_unemployed","No_qualification","no","owned","no","No","Yes","No","Yes","2_evenings","very_high","No","No","No","No",-0.566058870269145,"5pr-9pr"
"12650",128,"no","no",3,2,4,"Male","Routine,_semi-routine_or_unemployed","HE_below_degree_level","no","rented","no","Yes","Yes","No","Yes","2_evenings","very_high","Yes","No","No","No",0.140716779332909,"5pr-9pr"
"12651",128,"no","no",4,4,3,"Male","Intermediate","GCE_A_Level_or_equivalent","no","other/DK/Ref","no","Yes","Yes","Yes","Yes","1_evening","very_high","No","Yes","No","No",0.914794349586626,"21pr-35pr"
"12653",128,"no","no",3,3,3,"Male","Routine,_semi-routine_or_unemployed","GCSE_grades_A-C_or_equiv","no","owned","no","No","Yes","No","No","missing","very_high","No","No","No","Yes",0.104805103894819,"<5pr"
"12654",128,"no","no",3,2,2,"Male","Routine,_semi-routine_or_unemployed","GCSE_grades_A-C_or_equiv","no","owned","no","No","Yes","No","No","2_evenings","high","Yes","No","No","No",0.312404869822698,"35pr+"
"12655",127,"no","no",5,6,4,"Female","Intermediate","No_qualification","no","owned","no","Yes","No","No","Yes","4_evenings","high","No","No","No","No",0.869084476695427,"35pr+"
"12660",126,"no","no",4,3,4,"Female","Intermediate","HE_below_degree_level","yes","rented","no","Yes","No","No","Yes","1_evening","very_low","No","No","No","Yes",-0.918669621967008,"9pr-13pr"
"12661",126,"no","no",4,2,3,"Female","Managerial_and_professional","HE_below_degree_level","no","rented","no","Yes","No","No","Yes","4_evenings","high","No","No","No","No",0.83016432989517,"21pr-35pr"
"12662",126,"no","no",5,5,5,"Male","Intermediate","GCE_A_Level_or_equivalent","no","owned","no","No","Yes","No","No","5_evenings","low","No","Yes","Yes","No",0.449094652105268,"21pr-35pr"
"12665",126,"no","no",4,4,4,"Male","Routine,_semi-routine_or_unemployed","No_qualification","no","rented","yes","Yes","Yes","No","Yes","1_evening","low","No","No","Yes","Yes",0.478774197241062,"21pr-35pr"
"12666",126,"no","no",3,4,4,"Male","Intermediate","No_qualification","yes","rented","no","Yes","No","No","Yes","2_evenings","very_low","No","Yes","No","Yes",-0.83398802506536,"9pr-13pr"
"12667",126,"no","no",4,2,4,"Male","Routine,_semi-routine_or_unemployed","No_qualification","no","rented","no","No","Yes","No","No","missing","very_low","No","No","No","No",0.874552202059265,"21pr-35pr"
"12670",126,"no","no",4,5,3,"Male","Intermediate","HE_below_degree_level","no","rented","no","No","Yes","No","Yes","1_evening","very_low","No","No","No","No",0.912620534740173,"9pr-13pr"
"12671",126,"no","no",3,4,3,"Male","Routine,_semi-routine_or_unemployed","No_qualification","no","owned","yes","Yes","Yes","No","Yes","3_evenings","very_high","Yes","No","missing","missing",0.466409670440906,"35pr+"
"12680",125,"no","no",3,3,3,"Male","Routine,_semi-routine_or_unemployed","No_qualification","yes","rented","yes","No","Yes","No","No","3_evenings","very_low","Yes","Yes","No","Yes",1.10546265034185,"35pr+"
"12681",124,"no","no",6,5,5,"Female","Intermediate","Other_qualifications","yes","rented","no","Yes","Yes","No","Yes","1_evening","very_low","No","No","No","No",0.879929028963057,"21pr-35pr"
"12682",124,"no","no",5,4,5,"Female","Intermediate","Other_qualifications","no","owned","no","Yes","Yes","Yes","Yes","missing","low","Yes","Yes","No","Yes",-0.334199042228344,"21pr-35pr"
"12683",124,"no","no",5,4,5,"Female","Routine,_semi-routine_or_unemployed","No_qualification","no","owned","yes","Yes","Yes","No","Yes","missing","very_low","No","Yes","No","No",0.937392419833597,"21pr-35pr"
"12684",124,"no","no",4,4,4,"Female","Routine,_semi-routine_or_unemployed","GCSE_grades_A-C_or_equiv","no","rented","no","No","Yes","No","Yes","missing","very_low","Yes","No","No","Yes",-0.334619687205004,"9pr-13pr"
"12685",124,"no","no",4,4,4,"Female","Intermediate","GCE_A_Level_or_equivalent","no","owned","no","Yes","Yes","No","Yes","2_evenings","very_low","Yes","No","missing","No",-0.708426636360015,"5pr-9pr"
"12687",124,"no","no",6,7,6,"Male","Managerial_and_professional","Degree_or_equivalent","yes","owned","no","Yes","Yes","No","Yes","1_evening","very_low","No","No","No","No",-0.845874312873974,"13pr-21pr"
"12688",124,"no","no",5,6,5,"Male","Routine,_semi-routine_or_unemployed","No_qualification","yes","owned","no","Yes","Yes","No","No","2_evenings","very_high","No","No","No","No",0.6351441056696,"21pr-35pr"
"12689",124,"no","no",5,6,5,"Male","Routine,_semi-routine_or_unemployed","GCSE_grades_A-C_or_equiv","yes","owned","no","No","Yes","No","No","3_evenings","very_low","No","Yes","No","Yes",-1.18886630858245,"<5pr"
"12691",124,"no","no",5,5,4,"Male","Intermediate","No_qualification","yes","owned","no","No","No","No","No","missing","low","No","No","No","No",-0.113128012527882,"21pr-35pr"
"12692",124,"no","no",3,5,4,"Male","Intermediate","GCE_A_Level_or_equivalent","yes","owned","no","Yes","Yes","No","No","3_evenings","low","No","Yes","No","No",0.25056735116235,"35pr+"
"12693",124,"no","no",5,3,4,"Male","Managerial_and_professional","Degree_or_equivalent","yes","owned","no","No","Yes","No","Yes","3_evenings","high","Yes","No","No","No",-0.982542386640129,"13pr-21pr"
"12696",124,"no","no",3,4,3,"Male","Routine,_semi-routine_or_unemployed","No_qualification","yes","rented","yes","Yes","No","No","Yes","4_evenings","high","Yes","No","No","No",-0.112327401397665,"21pr-35pr"
"12698",124,"no","no",3,3,3,"Male","Routine,_semi-routine_or_unemployed","No_qualification","no","rented","yes","Yes","Yes","No","No","3_evenings","very_low","No","No","No","No",-0.911535243032573,"<5pr"
"12702",123,"no","no",4,2,3,"Female","Intermediate","Other_qualifications","no","owned","no","Yes","Yes","No","Yes","5_evenings","very_low","Yes","Yes","No","No",0.106325076407588,"21pr-35pr"
"12705",123,"no","no",4,4,4,"Male","Intermediate","GCSE_grades_A-C_or_equiv","yes","rented","yes","Yes","No","No","Yes","1_evening","high","Yes","Yes","No","Yes",0.264877297527294,"35pr+"
"12708",122,"no","no",4,4,5,"Male","Managerial_and_professional","Other_qualifications","no","owned","no","Yes","Yes","No","No","1_evening","very_high","No","No","No","No",-1.3453650163776,"5pr-9pr"
"12710",122,"no","no",3,4,4,"Male","Managerial_and_professional","No_qualification","no","rented","no","Yes","Yes","No","Yes","1_evening","high","No","No","No","Yes",-0.25015691722671,"21pr-35pr"
"12711",122,"no","no",3,4,4,"Male","Intermediate","No_qualification","no","owned","no","No","Yes","No","Yes","1_evening","low","Yes","Yes","No","Yes",0.770010575926601,"35pr+"
"12712",122,"no","no",4,3,4,"Male","Routine,_semi-routine_or_unemployed","No_qualification","yes","rented","no","No","Yes","No","No","missing","low","No","No","No","Yes",0.144735205002591,"21pr-35pr"
"12714",122,"no","no",4,4,3,"Male","Intermediate","GCSE_grades_A-C_or_equiv","yes","rented","no","No","No","No","No","1_evening","high","No","No","No","Yes",-0.399990869646246,"9pr-13pr"
"12719",121,"no","no",3,2,2,"Male","Intermediate","Other_qualifications","no","owned","no","Yes","Yes","No","No","2_evenings","low","Yes","No","No","No",0.753000507863881,"35pr+"
"12721",120,"no","no",3,4,4,"Female","Intermediate","No_qualification","no","rented","yes","Yes","Yes","No","No","missing","very_low","No","No","No","Yes",1.17781077915723,"5pr-9pr"
"12725",120,"no","no",5,5,5,"Male","Intermediate","GCSE_grades_A-C_or_equiv","no","owned","no","Yes","Yes","Yes","No","1_evening","high","No","No","No","No",-0.576736281661416,"9pr-13pr"
"12726",120,"no","no",5,5,5,"Male","Routine,_semi-routine_or_unemployed","No_qualification","no","owned","yes","Yes","No","No","Yes","missing","high","No","Yes","No","Yes",1.70302492767705,"13pr-21pr"
"12730",120,"no","no",4,4,3,"Male","Routine,_semi-routine_or_unemployed","No_qualification","no","owned","no","Yes","Yes","No","Yes","3_evenings","very_high","No","No","missing","missing",0.680983290409264,"21pr-35pr"
"12731",120,"no","no",3,3,3,"Male","Intermediate","No_qualification","no","owned","no","Yes","Yes","No","No","3_evenings","low","No","No","missing","missing",0.90456672318334,"21pr-35pr"
"12733",118,"no","no",3,5,4,"Male","Intermediate","Other_qualifications","no","owned","no","No","Yes","No","No","4_evenings","very_low","No","No","No","No",-0.109605858915948,"<5pr"
"12734",118,"no","no",4,4,4,"Male","Routine,_semi-routine_or_unemployed","GCSE_grades_A-C_or_equiv","yes","rented","no","Yes","No","No","Yes","missing","very_low","No","Yes","No","No",0.209313557404238,"13pr-21pr"
"12735",118,"no","no",3,4,4,"Male","Managerial_and_professional","GCSE_grades_A-C_or_equiv","yes","owned","yes","No","Yes","No","No","3_evenings","very_low","No","No","No","No",-0.338997922290489,"21pr-35pr"
"12738",117,"no","no",3,2,3,"Male","Routine,_semi-routine_or_unemployed","GCSE_grades_A-C_or_equiv","no","owned","no","No","Yes","No","No","3_evenings","very_low","No","Yes","No","No",-0.446720052741073,"9pr-13pr"
"12739",116.25,"no","no",3,2,2,"Male","Routine,_semi-routine_or_unemployed","No_qualification","yes","rented","yes","Yes","No","No","Yes","3_evenings","very_high","No","No","missing","missing",0.76126539749833,"35pr+"
"12740",116,"no","no",5,5,4,"Female","Routine,_semi-routine_or_unemployed","No_qualification","yes","rented","no","No","No","No","Yes","2_evenings","very_low","No","No","No","No",1.34300891817422,"13pr-21pr"
"12741",116,"no","no",5,4,4,"Female","Intermediate","No_qualification","yes","owned","no","No","No","No","No","3_evenings","low","No","No","No","No",0.601720448491142,"13pr-21pr"
"12742",116,"no","no",4,4,4,"Female","Intermediate","GCE_A_Level_or_equivalent","no","owned","no","Yes","Yes","No","Yes","3_evenings","high","No","Yes","No","Yes",-1.00958658340336,"9pr-13pr"
"12744",116,"no","no",4,3,3,"Female","Routine,_semi-routine_or_unemployed","No_qualification","yes","rented","yes","Yes","No","No","Yes","1_evening","very_low","No","No","No","Yes",2.61578114988257,"21pr-35pr"
"12745",116,"no","no",3,3,3,"Female","Routine,_semi-routine_or_unemployed","No_qualification","yes","rented","yes","Yes","Yes","No","Yes","1_evening","low","No","No","missing","missing",1.29681893102884,"13pr-21pr"
"12746",116,"no","no",3,3,3,"Female","Routine,_semi-routine_or_unemployed","No_qualification","yes","rented","yes","No","Yes","No","No","5_evenings","very_high","No","No","No","No",0.41963183090136,"21pr-35pr"
"12747",116,"no","no",4,4,4,"Male","Managerial_and_professional","GCE_A_Level_or_equivalent","yes","rented","no","Yes","Yes","No","No","missing","high","No","No","No","No",-0.148595092872449,"9pr-13pr"
"12748",116,"no","no",4,3,4,"Male","Routine,_semi-routine_or_unemployed","GCSE_grades_A-C_or_equiv","yes","owned","no","Yes","Yes","No","Yes","missing","very_low","No","No","No","No",-0.142404237620976,"13pr-21pr"
"12749",116,"no","no",4,5,3,"Male","Routine,_semi-routine_or_unemployed","GCSE_grades_A-C_or_equiv","no","rented","no","Yes","No","No","Yes","5_evenings","very_low","No","Yes","No","Yes",0.697528397379058,"9pr-13pr"
"12751",116,"no","no",3,4,3,"Male","Routine,_semi-routine_or_unemployed","No_qualification","yes","owned","no","Yes","Yes","No","Yes","2_evenings","high","Yes","No","missing","missing",1.2798534989901,"21pr-35pr"
"12754",116,"no","no",3,2,2,"Male","Routine,_semi-routine_or_unemployed","No_qualification","no","rented","no","No","Yes","No","No","missing","low","Yes","No","No","No",0.715088296409758,"9pr-13pr"
"12755",115,"no","no",6,6,5,"Female","Routine,_semi-routine_or_unemployed","HE_below_degree_level","yes","rented","no","Yes","No","No","Yes","3_evenings","very_high","No","Yes","No","No",0.083549282168606,"13pr-21pr"
"12756",115,"no","no",4,4,4,"Female","Intermediate","GCSE_grades_A-C_or_equiv","yes","rented","yes","Yes","No","No","No","2_evenings","low","No","No","No","No",-0.161155339184268,"9pr-13pr"
"12757",115,"no","no",4,3,4,"Male","Routine,_semi-routine_or_unemployed","Other_qualifications","yes","rented","no","Yes","Yes","No","Yes","2_evenings","low","Yes","No","No","Yes",1.18902760340609,"35pr+"
"12760",115,"no","no",3,3,3,"Male","Routine,_semi-routine_or_unemployed","No_qualification","no","owned","yes","Yes","No","No","No","2_evenings","very_low","No","Yes","No","No",1.40345733773019,"35pr+"
"12761",115,"no","no",3,2,3,"Male","Managerial_and_professional","GCE_A_Level_or_equivalent","no","owned","no","No","Yes","No","Yes","5_evenings","very_high","No","No","No","No",-0.063686252132892,"35pr+"
"12764",114,"no","no",5,3,4,"Female","Intermediate","GCSE_grades_A-C_or_equiv","no","owned","no","Yes","Yes","No","Yes","3_evenings","low","No","No","No","No",-0.350310542682224,"5pr-9pr"
"12768",114,"no","no",3,5,6,"Male","Routine,_semi-routine_or_unemployed","No_qualification","yes","rented","no","Yes","Yes","No","No","1_evening","low","Yes","No","Yes","Yes",-1.56234728510689,"5pr-9pr"
"12769",114,"no","no",4,6,5,"Male","Managerial_and_professional","GCSE_grades_A-C_or_equiv","no","owned","no","Yes","Yes","No","Yes","missing","high","No","Yes","No","Yes",-0.81476747679075,"9pr-13pr"
"12770",114,"no","no",4,4,4,"Male","Routine,_semi-routine_or_unemployed","GCE_A_Level_or_equivalent","no","rented","no","No","Yes","No","Yes","2_evenings","very_low","No","No","No","No",0.664721752677008,"<5pr"
"12773",114,"no","no",3,3,4,"Male","Routine,_semi-routine_or_unemployed","Other_qualifications","yes","rented","no","No","Yes","No","No","missing","very_low","No","No","No","Yes",0.988100788608734,"13pr-21pr"
"12775",114,"no","no",3,4,3,"Male","Routine,_semi-routine_or_unemployed","Other_qualifications","yes","rented","no","Yes","Yes","No","No","1_evening","low","No","Yes","No","No",1.26874476661108,"21pr-35pr"
"12776",114,"no","no",4,2,2,"Male","Managerial_and_professional","Degree_or_equivalent","yes","owned","no","Yes","Yes","No","Yes","3_evenings","very_low","Yes","No","No","No",0.395943697757758,"35pr+"
"12779",112,"no","no",5,6,5,"Male","Routine,_semi-routine_or_unemployed","GCSE_grades_A-C_or_equiv","no","owned","no","No","Yes","No","No","3_evenings","very_low","No","Yes","No","No",-0.382128533529785,"5pr-9pr"
"12780",112,"no","no",4,6,5,"Male","Managerial_and_professional","Degree_or_equivalent","yes","rented","no","Yes","Yes","No","Yes","1_evening","low","No","No","No","No",-0.147629915580981,"13pr-21pr"
"12781",112,"no","no",6,5,5,"Male","Intermediate","Other_qualifications","yes","rented","yes","Yes","Yes","No","Yes","2_evenings","very_high","No","No","No","No",0.577488034231223,"35pr+"
"12784",112,"no","no",3,3,4,"Male","Routine,_semi-routine_or_unemployed","No_qualification","yes","rented","no","No","Yes","No","Yes","1_evening","very_low","No","No","No","Yes",1.17162518298992,"13pr-21pr"
"12785",112,"no","no",3,3,2,"Male","Intermediate","GCSE_grades_A-C_or_equiv","yes","owned","no","No","Yes","No","Yes","1_evening","low","No","No","No","No",0.420326940383856,"21pr-35pr"
"12786",112,"no","no",3,3,2,"Male","Routine,_semi-routine_or_unemployed","No_qualification","yes","rented","no","Yes","No","No","No","missing","low","Yes","Yes","missing","Yes",1.25236943233026,"9pr-13pr"
"12787",111,"no","no",3,2,2,"Female","Intermediate","No_qualification","no","owned","no","No","Yes","No","Yes","2_evenings","very_low","No","No","Yes","No",-1.06503718785223,"9pr-13pr"
"12788",111,"no","no",3,2,3,"Male","Intermediate","GCSE_grades_A-C_or_equiv","no","rented","no","Yes","No","No","No","missing","high","No","Yes","No","Yes",0.364727384263294,"13pr-21pr"
"12790",110.25,"no","no",6,6,6,"Female","Intermediate","No_qualification","yes","rented","no","Yes","No","Yes","Yes","5_evenings","very_high","No","No","No","No",0.172448985022004,"21pr-35pr"
"12794",110,"no","no",3,2,3,"Female","Routine,_semi-routine_or_unemployed","GCE_A_Level_or_equivalent","no","rented","no","No","Yes","No","Yes","2_evenings","very_high","No","Yes","No","No",0.244087379803724,"9pr-13pr"
"12795",110,"no","no",3,3,2,"Female","Routine,_semi-routine_or_unemployed","GCSE_grades_A-C_or_equiv","yes","owned","no","No","Yes","No","No","missing","very_low","No","No","No","Yes",-0.388211791481299,"5pr-9pr"
"12796",110,"no","no",4,5,4,"Male","Intermediate","Other_qualifications","no","owned","no","Yes","Yes","No","Yes","5_evenings","high","No","No","No","No",0.155355263083515,"9pr-13pr"
"12797",110,"no","no",5,4,4,"Male","Managerial_and_professional","Other_qualifications","yes","owned","no","Yes","Yes","No","Yes","3_evenings","very_high","No","No","No","Yes",0.535505304813054,"21pr-35pr"
"12804",109,"no","no",3,4,4,"Male","Routine,_semi-routine_or_unemployed","GCSE_grades_A-C_or_equiv","no","rented","no","No","Yes","No","No","5_evenings","very_high","No","No","No","No",-0.15358406854002,"<5pr"
"12806",108,"no","no",3,3,3,"Female","Intermediate","Other_qualifications","no","rented","no","No","Yes","No","Yes","1_evening","low","No","No","No","No",0.58483484130389,"21pr-35pr"
"12809",108,"no","no",3,3,3,"Male","Managerial_and_professional","GCSE_grades_A-C_or_equiv","no","owned","no","No","Yes","No","No","2_evenings","very_high","No","Yes","No","No",0.495165414710877,"21pr-35pr"
"12813",108,"no","no",3,2,2,"Male","Managerial_and_professional","GCE_A_Level_or_equivalent","no","owned","no","Yes","Yes","No","Yes","3_evenings","very_low","Yes","No","No","No",-1.24198044937544,"13pr-21pr"
"12814",107,"no","no",5,5,4,"Female","Routine,_semi-routine_or_unemployed","GCSE_grades_A-C_or_equiv","no","rented","no","Yes","Yes","No","Yes","4_evenings","very_high","No","No","No","No",-0.452881662649606,"9pr-13pr"
"12816",107,"no","no",3,2,3,"Female","Routine,_semi-routine_or_unemployed","No_qualification","yes","rented","yes","Yes","Yes","No","No","missing","very_low","No","No","No","No",2.14432024017293,"35pr+"
"12818",106.5,"no","no",5,4,4,"Female","Intermediate","Other_qualifications","no","owned","no","Yes","Yes","No","No","missing","very_low","No","No","Yes","No",0.112647637181137,"9pr-13pr"
"12820",106,"no","no",5,5,5,"Female","Managerial_and_professional","GCE_A_Level_or_equivalent","no","rented","yes","No","Yes","No","Yes","missing","very_low","No","Yes","missing","No",-0.086024338218018,"9pr-13pr"
"12821",106,"no","no",5,4,4,"Female","Intermediate","No_qualification","no","owned","no","Yes","Yes","No","No","1_evening","low","No","No","No","No",0.650893916175762,"35pr+"
"12824",106,"no","no",4,3,3,"Female","Routine,_semi-routine_or_unemployed","Other_qualifications","yes","rented","yes","Yes","No","No","Yes","3_evenings","very_low","No","No","No","Yes",0.653649460643993,"21pr-35pr"
"12825",106,"no","no",3,2,2,"Female","Routine,_semi-routine_or_unemployed","No_qualification","no","owned","no","Yes","Yes","No","Yes","2_evenings","very_high","No","No","No","No",0.382813260389194,"13pr-21pr"
"12826",106,"no","no",4,5,4,"Male","Routine,_semi-routine_or_unemployed","No_qualification","no","owned","no","Yes","No","No","Yes","3_evenings","low","No","Yes","No","No",0.285616611575437,"9pr-13pr"
"12828",106,"no","no",3,4,3,"Male","Managerial_and_professional","GCE_A_Level_or_equivalent","yes","owned","no","Yes","Yes","Yes","Yes","2_evenings","low","Yes","No","No","Yes",0.655127688001883,"21pr-35pr"
"12830",104.25,"no","no",5,4,3,"Male","Routine,_semi-routine_or_unemployed","No_qualification","no","owned","yes","No","Yes","No","No","2_evenings","very_high","No","No","No","No",0.843828204131715,"35pr+"
"12831",104.25,"no","no",3,3,3,"Male","Routine,_semi-routine_or_unemployed","No_qualification","yes","rented","yes","No","No","No","No","2_evenings","very_high","No","No","No","No",1.72655781338819,"35pr+"
"12834",104,"no","no",3,4,3,"Female","Routine,_semi-routine_or_unemployed","GCSE_grades_A-C_or_equiv","no","owned","no","Yes","Yes","No","Yes","1_evening","low","No","No","No","No",1.50832073128833,"35pr+"
"12837",104,"no","no",3,2,2,"Female","Routine,_semi-routine_or_unemployed","No_qualification","no","owned","yes","No","Yes","No","No","3_evenings","low","No","No","No","No",0.157690765326119,"35pr+"
"12839",104,"no","no",5,5,4,"Male","Routine,_semi-routine_or_unemployed","No_qualification","no","rented","yes","Yes","Yes","Yes","Yes","5_evenings","high","No","No","missing","missing",2.13026447172964,"35pr+"
"12840",104,"no","no",4,4,4,"Male","Intermediate","Other_qualifications","no","owned","no","No","Yes","No","Yes","2_evenings","low","No","Yes","Yes","No",-0.043370541289214,"13pr-21pr"
"12842",104,"no","no",3,4,4,"Male","Intermediate","No_qualification","no","rented","no","No","Yes","No","No","1_evening","low","No","No","No","No",-0.233282768943928,"9pr-13pr"
"12844",104,"no","no",3,3,3,"Male","Intermediate","Other_qualifications","no","rented","no","Yes","Yes","No","Yes","1_evening","very_high","Yes","No","No","No",-0.270979443582967,"5pr-9pr"
"12845",104,"no","no",3,3,2,"Male","Routine,_semi-routine_or_unemployed","Other_qualifications","yes","rented","yes","No","Yes","No","No","missing","very_high","No","Yes","No","No",0.365577769769044,"13pr-21pr"
"12847",104,"no","no",3,2,2,"Male","Managerial_and_professional","GCSE_grades_A-C_or_equiv","no","owned","no","No","Yes","No","No","missing","very_low","Yes","Yes","No","No",-0.609365438156519,"35pr+"
