ks4score,fiveac,fiveem,k3en,k3ma,k3sc,gender,SECshort,hiquamum,singlepar,house,fsm,parasp,computer,tuition,pupasp,homework,attitude,sen,truancy,absent,exclude,IDACI_n,FSMband
224,no,no,3,3,3,Female,"Routine,_semi-routine_or_unemployed",Other_qualifications,yes,rented,yes,Yes,No,No,Yes,3_evenings,very_high,No,No,No,No,1.06265557231246,21pr-35pr
224,no,no,5,4,2,Female,"Routine,_semi-routine_or_unemployed",GCSE_grades_A-C_or_equiv,yes,rented,no,No,Yes,No,Yes,4_evenings,very_low,No,No,No,No,-0.149479960321185,<5pr
224,no,no,4,7,6,Male,Managerial_and_professional,GCSE_grades_A-C_or_equiv,no,rented,no,Yes,Yes,No,No,1_evening,low,No,No,No,No,-0.541114710692275,5pr-9pr
224,no,no,5,7,5,Male,Intermediate,missing,no,owned,yes,Yes,Yes,No,Yes,missing,very_low,No,Yes,No,Yes,-0.311235629200136,35pr+
224,no,no,4,5,5,Male,"Routine,_semi-routine_or_unemployed",GCSE_grades_A-C_or_equiv,no,rented,yes,Yes,Yes,No,Yes,2_evenings,low,No,Yes,No,No,-0.136138540382889,5pr-9pr
224,no,no,4,5,5,Male,Managerial_and_professional,GCSE_grades_A-C_or_equiv,no,owned,no,No,Yes,No,No,2_evenings,low,No,Yes,No,No,-0.807141107019131,<5pr
224,no,no,5,6,4,Male,missing,GCSE_grades_A-C_or_equiv,no,owned,no,Yes,Yes,No,No,1_evening,low,No,Yes,missing,missing,0.671185119181059,21pr-35pr
224,no,no,4,5,4,Male,"Routine,_semi-routine_or_unemployed",GCSE_grades_A-C_or_equiv,yes,rented,no,Yes,No,No,No,3_evenings,low,No,No,No,No,0.277670415520055,5pr-9pr
224,no,no,5,4,4,Male,Intermediate,No_qualification,no,owned,no,No,Yes,No,No,2_evenings,very_low,No,No,No,No,-0.616757525985004,5pr-9pr
224,no,no,5,4,4,Male,Intermediate,GCSE_grades_A-C_or_equiv,no,rented,no,Yes,Yes,No,Yes,4_evenings,very_high,No,No,No,No,1.95912975710481,35pr+
224,no,no,4,4,4,Male,"Routine,_semi-routine_or_unemployed",No_qualification,yes,rented,yes,No,Yes,No,No,missing,very_low,No,No,No,No,0.610611108018797,13pr-21pr
224,no,no,4,4,4,Male,"Routine,_semi-routine_or_unemployed",GCSE_grades_A-C_or_equiv,no,owned,no,No,No,No,No,1_evening,low,No,No,No,No,0.363197354286108,5pr-9pr
224,no,no,4,4,4,Male,Intermediate,missing,yes,owned,no,No,Yes,No,Yes,3_evenings,low,No,No,No,Yes,-0.215253349664685,9pr-13pr
224,no,no,3,4,4,Male,"Routine,_semi-routine_or_unemployed",No_qualification,no,owned,no,Yes,Yes,No,Yes,2_evenings,very_low,Yes,No,No,No,-0.074691072864138,21pr-35pr
224,no,no,4,4,3,Male,missing,Degree_or_equivalent,yes,other/DK/Ref,yes,Yes,Yes,No,No,3_evenings,very_high,No,missing,No,No,1.06419592838497,35pr+
224,no,no,4,4,3,Male,Intermediate,GCSE_grades_A-C_or_equiv,no,rented,no,No,Yes,No,No,3_evenings,very_low,Yes,No,Yes,No,-0.624666862080671,<5pr
224,no,no,3,3,3,Male,missing,Other_qualifications,yes,rented,yes,No,Yes,Yes,No,1_evening,very_low,Yes,No,No,Yes,-0.076685628996247,5pr-9pr
224,no,no,5,4,2,Male,"Routine,_semi-routine_or_unemployed",GCSE_grades_A-C_or_equiv,no,owned,no,No,Yes,No,No,1_evening,very_low,No,Yes,No,Yes,0.309482565188854,13pr-21pr
223.5,no,no,4,4,3,Male,"Routine,_semi-routine_or_unemployed",GCSE_grades_A-C_or_equiv,yes,rented,yes,Yes,Yes,No,Yes,2_evenings,very_low,No,No,No,No,0.123302261638641,35pr+
223.25,no,no,5,6,4,Female,missing,missing,no,owned,yes,Yes,No,No,Yes,5_evenings,very_low,No,No,missing,missing,0.009467071437806,<5pr
223,no,no,4,6,4,Female,missing,Other_qualifications,yes,rented,yes,Yes,No,No,Yes,1_evening,missing,No,Yes,No,No,0.837146129510355,21pr-35pr
223,no,no,3,5,4,Female,"Routine,_semi-routine_or_unemployed",GCSE_grades_A-C_or_equiv,yes,owned,no,Yes,Yes,No,Yes,3_evenings,high,No,No,No,No,0.823557732308846,21pr-35pr
223,no,no,4,4,4,Female,"Routine,_semi-routine_or_unemployed",missing,yes,rented,yes,No,Yes,No,Yes,4_evenings,very_high,No,No,No,No,0.427550773040712,13pr-21pr
223,no,no,4,4,4,Female,"Routine,_semi-routine_or_unemployed",No_qualification,no,rented,no,Yes,Yes,No,No,1_evening,low,No,Yes,No,Yes,0.796717169338808,13pr-21pr
223,no,no,3,4,4,Female,Intermediate,No_qualification,no,owned,no,Yes,Yes,No,No,none,low,No,No,No,No,1.76262896045568,21pr-35pr
223,no,no,3,4,3,Female,"Routine,_semi-routine_or_unemployed",No_qualification,yes,owned,no,Yes,No,No,Yes,2_evenings,low,No,missing,missing,missing,0.671185119181059,21pr-35pr
222.25,no,no,3,4,4,Male,Managerial_and_professional,HE_below_degree_level,no,owned,no,No,Yes,No,No,3_evenings,very_high,No,No,No,No,-0.733912534702816,5pr-9pr
222,no,no,5,4,5,Female,"Routine,_semi-routine_or_unemployed",missing,no,owned,no,missing,missing,missing,Yes,2_evenings,high,No,No,missing,missing,0.719925018120552,21pr-35pr
222,no,no,5,4,5,Female,missing,No_qualification,yes,owned,yes,Yes,Yes,No,Yes,3_evenings,very_low,No,No,No,No,1.11904843680438,13pr-21pr
222,no,no,5,5,4,Female,"Routine,_semi-routine_or_unemployed",No_qualification,yes,rented,yes,Yes,Yes,No,Yes,missing,low,No,missing,missing,missing,1.04025571040341,35pr+
222,no,no,5,4,4,Female,"Routine,_semi-routine_or_unemployed",No_qualification,no,owned,no,Yes,Yes,No,No,none,missing,No,Yes,No,No,1.33230432181369,21pr-35pr
222,no,no,4,4,4,Female,"Routine,_semi-routine_or_unemployed",HE_below_degree_level,no,owned,no,Yes,Yes,No,Yes,3_evenings,very_low,No,No,No,No,0.508066873391642,9pr-13pr
222,no,no,4,3,4,Female,"Routine,_semi-routine_or_unemployed",HE_below_degree_level,yes,rented,no,Yes,No,No,Yes,3_evenings,high,No,No,No,Yes,0.365917997974188,35pr+
222,no,no,4,3,3,Female,missing,GCSE_grades_A-C_or_equiv,yes,rented,yes,Yes,Yes,No,Yes,5_evenings,very_high,No,No,No,No,1.93014629093557,35pr+
222,no,no,3,3,3,Female,missing,GCE_A_Level_or_equivalent,no,owned,no,Yes,Yes,No,Yes,1_evening,very_high,No,missing,No,No,1.80763407145113,13pr-21pr
222,no,no,5,6,5,Male,"Routine,_semi-routine_or_unemployed",HE_below_degree_level,no,owned,no,Yes,Yes,No,Yes,none,very_low,No,No,No,No,-0.683694273460984,5pr-9pr
222,no,no,5,5,5,Male,Intermediate,No_qualification,no,owned,no,Yes,Yes,No,Yes,missing,very_low,No,No,No,No,-1.48133180340695,13pr-21pr
222,no,no,5,5,5,Male,Managerial_and_professional,missing,yes,owned,no,Yes,Yes,No,Yes,1_evening,low,No,No,No,No,-0.256317894221452,5pr-9pr
222,no,no,4,5,5,Male,missing,GCSE_grades_A-C_or_equiv,no,owned,no,No,Yes,No,Yes,3_evenings,very_low,No,No,No,No,-1.05721451270053,<5pr
222,no,no,4,4,5,Male,missing,GCSE_grades_A-C_or_equiv,no,owned,no,Yes,Yes,No,No,missing,very_low,No,Yes,No,No,0.317671767541915,21pr-35pr
222,no,no,3,4,5,Male,Managerial_and_professional,HE_below_degree_level,no,owned,no,No,Yes,No,No,1_evening,very_low,No,No,No,No,-0.028165851595667,9pr-13pr
222,no,no,5,5,4,Male,"Routine,_semi-routine_or_unemployed",GCSE_grades_A-C_or_equiv,no,rented,no,Yes,Yes,Yes,Yes,3_evenings,low,No,No,No,No,0.174710309844838,35pr+
222,no,no,5,5,4,Male,"Routine,_semi-routine_or_unemployed",Other_qualifications,no,rented,no,No,Yes,No,No,none,very_high,No,No,missing,missing,-0.255495873381578,5pr-9pr
222,no,no,4,5,4,Male,"Routine,_semi-routine_or_unemployed",Degree_or_equivalent,yes,rented,yes,Yes,Yes,No,Yes,2_evenings,very_low,No,No,No,No,-0.301147572500681,35pr+
222,no,no,4,4,4,Male,Managerial_and_professional,HE_below_degree_level,no,owned,no,Yes,Yes,No,Yes,3_evenings,high,No,No,No,Yes,1.85307469204021,21pr-35pr
222,no,no,4,3,3,Male,"Routine,_semi-routine_or_unemployed",No_qualification,yes,rented,yes,Yes,No,No,Yes,3_evenings,very_high,No,missing,missing,missing,0.75914125522648,13pr-21pr
222,no,no,5,4,2,Male,missing,Other_qualifications,no,owned,no,No,Yes,No,No,none,high,No,No,No,No,-0.425808063302784,9pr-13pr
221.5,no,no,4,4,3,Male,Intermediate,No_qualification,no,owned,no,No,Yes,No,No,2_evenings,high,No,No,No,No,0.772688514176519,21pr-35pr
221.25,no,no,3,4,4,Male,"Routine,_semi-routine_or_unemployed",GCSE_grades_A-C_or_equiv,yes,rented,yes,Yes,Yes,No,Yes,1_evening,low,Yes,No,No,No,2.65960277358969,35pr+
221,no,no,5,5,5,Female,Intermediate,No_qualification,no,owned,no,Yes,Yes,No,Yes,2_evenings,very_high,No,No,No,No,-0.447247523374928,13pr-21pr
221,no,no,6,6,6,Male,"Routine,_semi-routine_or_unemployed",GCE_A_Level_or_equivalent,yes,owned,no,Yes,Yes,No,Yes,5_evenings,missing,No,No,No,No,-0.605156315761435,21pr-35pr
221,no,no,4,3,3,Male,"Routine,_semi-routine_or_unemployed",No_qualification,yes,rented,yes,Yes,Yes,No,Yes,3_evenings,low,No,Yes,No,No,0.692464103912993,35pr+
221,no,no,3,3,3,Male,Managerial_and_professional,No_qualification,no,owned,no,Yes,Yes,No,Yes,4_evenings,very_high,No,No,No,Yes,1.61400284022277,35pr+
220.5,no,no,3,4,4,Male,"Routine,_semi-routine_or_unemployed",No_qualification,no,owned,no,No,Yes,No,No,none,missing,No,missing,No,No,0.6491251022974,21pr-35pr
220.5,no,no,3,3,4,Male,"Routine,_semi-routine_or_unemployed",GCSE_grades_A-C_or_equiv,yes,rented,no,No,Yes,No,No,2_evenings,very_low,No,No,No,No,0.151652405466806,5pr-9pr
220.5,no,no,3,3,3,Male,Intermediate,No_qualification,no,owned,no,Yes,Yes,No,Yes,3_evenings,low,No,Yes,missing,missing,-0.473606105161218,21pr-35pr
220,no,no,5,6,5,Female,Managerial_and_professional,No_qualification,no,rented,no,No,Yes,No,Yes,3_evenings,missing,No,No,Yes,No,0.043848319595928,21pr-35pr
220,yes,yes,5,2,5,Female,Intermediate,Other_qualifications,no,owned,yes,Yes,Yes,No,No,3_evenings,missing,No,No,No,Yes,-0.459325713013927,5pr-9pr
220,no,no,5,5,4,Female,missing,Degree_or_equivalent,yes,rented,no,Yes,Yes,No,Yes,missing,missing,No,Yes,No,No,0.799780449884784,9pr-13pr
220,no,no,4,5,4,Female,Intermediate,GCSE_grades_A-C_or_equiv,no,rented,no,Yes,Yes,No,Yes,1_evening,low,No,No,No,No,-0.02004895959101,9pr-13pr
220,no,no,3,5,4,Female,missing,missing,no,owned,no,No,Yes,No,No,2_evenings,very_low,No,No,No,No,0.58483484130389,21pr-35pr
220,no,no,4,4,4,Female,Intermediate,GCSE_grades_A-C_or_equiv,no,owned,no,No,Yes,No,Yes,2_evenings,high,No,No,No,No,-0.153906067913499,13pr-21pr
220,no,no,5,3,4,Female,"Routine,_semi-routine_or_unemployed",GCE_A_Level_or_equivalent,no,owned,no,Yes,Yes,No,Yes,3_evenings,very_low,No,No,No,No,-0.278828132439556,9pr-13pr
220,no,no,3,4,3,Female,"Routine,_semi-routine_or_unemployed",No_qualification,no,rented,yes,Yes,Yes,No,Yes,3_evenings,low,No,missing,missing,missing,0.638359388718314,35pr+
220,no,no,3,3,3,Female,"Routine,_semi-routine_or_unemployed",No_qualification,yes,rented,yes,Yes,Yes,No,Yes,missing,high,No,Yes,No,No,1.78136515074033,21pr-35pr
220,no,no,5,6,6,Male,missing,GCSE_grades_A-C_or_equiv,no,owned,no,No,Yes,No,Yes,1_evening,very_low,No,missing,No,No,-0.77118818736501,9pr-13pr
220,no,no,5,6,5,Male,Intermediate,HE_below_degree_level,no,owned,yes,Yes,Yes,No,No,3_evenings,low,No,missing,No,No,-2.0152634822469,5pr-9pr
220,no,no,5,6,5,Male,"Routine,_semi-routine_or_unemployed",No_qualification,yes,rented,yes,Yes,No,No,Yes,2_evenings,low,Yes,No,No,No,1.09439160365933,35pr+
220,no,no,5,5,5,Male,Intermediate,GCE_A_Level_or_equivalent,no,rented,no,No,Yes,No,Yes,none,low,No,No,No,No,0.909367874022723,5pr-9pr
220,no,no,7,4,5,Male,"Routine,_semi-routine_or_unemployed",Other_qualifications,yes,rented,yes,Yes,Yes,No,No,2_evenings,very_high,No,No,No,No,1.98072545758474,35pr+
220,no,no,5,4,5,Male,Intermediate,HE_below_degree_level,no,owned,no,No,Yes,No,Yes,3_evenings,very_low,Yes,No,No,No,-1.13269286124867,<5pr
220,no,no,5,4,5,Male,missing,No_qualification,no,other/DK/Ref,no,Yes,Yes,No,Yes,1_evening,low,No,No,No,No,1.89354176642775,35pr+
220,no,no,4,4,5,Male,"Routine,_semi-routine_or_unemployed",GCE_A_Level_or_equivalent,yes,rented,no,Yes,Yes,No,No,2_evenings,low,No,No,No,No,1.61723026384267,21pr-35pr
220,no,no,4,5,4,Male,Intermediate,GCE_A_Level_or_equivalent,yes,owned,no,No,Yes,No,Yes,5_evenings,high,Yes,No,No,No,-0.377596722540955,9pr-13pr
220,no,no,4,4,4,Male,"Routine,_semi-routine_or_unemployed",No_qualification,yes,rented,yes,Yes,Yes,No,Yes,missing,very_high,Yes,No,Yes,No,1.0289790181585,35pr+
220,no,no,4,4,4,Male,"Routine,_semi-routine_or_unemployed",Other_qualifications,no,owned,no,No,Yes,No,No,4_evenings,very_low,No,No,No,No,-0.279738029329852,13pr-21pr
220,no,no,4,4,4,Male,"Routine,_semi-routine_or_unemployed",No_qualification,no,rented,no,Yes,Yes,No,Yes,1_evening,low,No,No,No,No,2.77394006079293,35pr+
220,no,no,4,4,4,Male,Intermediate,GCSE_grades_A-C_or_equiv,no,owned,no,No,Yes,No,Yes,2_evenings,very_low,No,Yes,No,No,-1.40580417837049,<5pr
220,no,no,3,3,4,Male,Intermediate,GCSE_grades_A-C_or_equiv,no,owned,no,No,Yes,Yes,Yes,3_evenings,low,No,No,No,Yes,-0.281641290614023,13pr-21pr
220,no,no,3,5,3,Male,Intermediate,HE_below_degree_level,no,owned,no,No,Yes,No,No,3_evenings,low,Yes,Yes,No,No,-1.32691287231005,<5pr
219,no,no,4,4,4,Female,Managerial_and_professional,HE_below_degree_level,yes,rented,no,Yes,Yes,No,Yes,none,very_high,No,No,No,No,0.752683656001951,13pr-21pr
219,no,no,4,3,4,Female,missing,missing,no,rented,yes,missing,missing,missing,No,1_evening,missing,No,No,missing,missing,1.34851814564757,35pr+
219,no,no,4,3,4,Male,"Routine,_semi-routine_or_unemployed",Degree_or_equivalent,no,owned,no,Yes,Yes,Yes,Yes,1_evening,very_high,No,No,No,No,0.083309788017282,13pr-21pr
219,no,no,3,3,3,Male,"Routine,_semi-routine_or_unemployed",missing,yes,rented,no,No,No,No,Yes,1_evening,very_high,Yes,No,Yes,No,0.760840294476878,35pr+
218.5,no,no,4,3,4,Female,Intermediate,HE_below_degree_level,no,owned,no,No,Yes,No,No,2_evenings,very_low,No,No,No,No,-0.058904030375976,5pr-9pr
218,no,no,5,4,5,Female,Intermediate,No_qualification,yes,rented,yes,Yes,No,No,No,3_evenings,low,No,No,No,No,1.00892464479113,21pr-35pr
218,no,no,5,5,4,Female,Managerial_and_professional,missing,yes,owned,no,Yes,Yes,No,Yes,2_evenings,very_low,No,No,No,No,0.521417977830153,35pr+
218,no,no,4,4,4,Female,"Routine,_semi-routine_or_unemployed",GCSE_grades_A-C_or_equiv,no,owned,no,No,Yes,No,No,missing,very_low,No,No,No,No,-0.506528739178651,13pr-21pr
218,no,no,4,4,4,Female,Intermediate,GCE_A_Level_or_equivalent,no,owned,yes,Yes,Yes,No,Yes,none,very_low,No,Yes,No,No,1.53258205394965,13pr-21pr
218,no,no,4,3,4,Female,missing,GCSE_grades_A-C_or_equiv,no,rented,yes,Yes,Yes,No,Yes,1_evening,very_low,No,No,No,No,1.68400100329914,35pr+
218,no,no,4,3,3,Female,"Routine,_semi-routine_or_unemployed",No_qualification,yes,rented,yes,No,No,No,Yes,1_evening,very_low,Yes,Yes,No,Yes,0.562700477055937,13pr-21pr
218,no,no,3,3,3,Female,missing,missing,no,rented,no,Yes,Yes,No,Yes,2_evenings,high,No,Yes,missing,Yes,0.728611619567532,13pr-21pr
218,no,no,5,6,5,Male,Intermediate,HE_below_degree_level,no,owned,no,Yes,Yes,No,Yes,4_evenings,very_low,No,No,No,No,-1.06335542139431,13pr-21pr
218,no,no,5,6,5,Male,missing,missing,yes,rented,yes,No,No,No,No,3_evenings,very_high,No,No,No,No,1.15736371530637,13pr-21pr
218,no,no,5,5,5,Male,Intermediate,GCSE_grades_A-C_or_equiv,no,owned,no,Yes,Yes,No,No,3_evenings,high,No,Yes,No,No,0.768299590075652,13pr-21pr
218,no,no,4,5,4,Male,"Routine,_semi-routine_or_unemployed",No_qualification,no,owned,yes,Yes,No,No,Yes,3_evenings,very_high,No,No,No,No,1.594698691095,35pr+
218,no,no,5,4,4,Male,Intermediate,No_qualification,no,rented,no,No,Yes,No,Yes,3_evenings,very_high,No,No,No,No,-0.1386280997372,5pr-9pr
218,no,no,4,4,4,Male,Intermediate,GCSE_grades_A-C_or_equiv,no,owned,no,No,Yes,No,No,2_evenings,very_low,No,No,No,No,0.58483484130389,21pr-35pr
218,no,no,4,3,4,Male,Managerial_and_professional,HE_below_degree_level,no,owned,no,Yes,Yes,No,No,1_evening,high,No,No,No,No,0.146906122903055,9pr-13pr
218,no,no,4,3,4,Male,"Routine,_semi-routine_or_unemployed",No_qualification,no,owned,yes,Yes,No,No,Yes,2_evenings,low,No,Yes,missing,missing,0.764777763640484,21pr-35pr
218,no,no,3,3,4,Male,missing,GCE_A_Level_or_equivalent,no,owned,no,Yes,Yes,No,No,missing,very_low,No,No,No,No,-1.76716027702464,5pr-9pr
218,no,no,3,5,3,Male,"Routine,_semi-routine_or_unemployed",missing,yes,rented,yes,Yes,Yes,No,Yes,3_evenings,very_high,No,No,No,No,1.37097549494037,35pr+
218,no,no,4,3,3,Male,"Routine,_semi-routine_or_unemployed",No_qualification,no,owned,no,Yes,Yes,No,Yes,1_evening,high,No,No,missing,missing,-0.004136821557738,21pr-35pr
218,no,no,5,2,3,Male,Managerial_and_professional,GCSE_grades_A-C_or_equiv,no,owned,yes,No,Yes,No,No,2_evenings,very_low,No,No,No,No,0.671185119181059,21pr-35pr
217,no,no,4,4,4,Female,"Routine,_semi-routine_or_unemployed",No_qualification,no,rented,no,Yes,No,No,No,3_evenings,very_low,No,No,No,No,-1.01863326721658,9pr-13pr
217,no,no,5,5,5,Male,Intermediate,GCE_A_Level_or_equivalent,no,owned,no,Yes,Yes,No,No,4_evenings,very_high,No,No,No,No,-0.114489218162693,21pr-35pr
217,no,no,5,4,5,Male,Intermediate,Other_qualifications,no,owned,no,No,Yes,No,Yes,2_evenings,high,No,No,No,No,-0.351748905501509,13pr-21pr
217,no,no,5,4,5,Male,Intermediate,No_qualification,no,rented,no,No,Yes,No,No,5_evenings,low,No,No,No,No,0.255824660969526,9pr-13pr
217,no,no,3,5,4,Male,Intermediate,No_qualification,no,owned,no,Yes,Yes,No,Yes,missing,very_high,Yes,No,No,No,0.403095264726312,35pr+
216.5,no,no,5,5,4,Female,Intermediate,missing,no,owned,no,Yes,Yes,No,Yes,2_evenings,very_low,No,No,No,No,0.588330910198346,35pr+
216.25,no,no,4,5,4,Male,"Routine,_semi-routine_or_unemployed",GCSE_grades_A-C_or_equiv,no,rented,yes,Yes,Yes,No,Yes,3_evenings,very_low,No,Yes,No,Yes,0.491750958650778,9pr-13pr
216,no,no,6,6,5,Female,"Routine,_semi-routine_or_unemployed",Other_qualifications,no,owned,yes,Yes,Yes,No,Yes,3_evenings,very_low,No,No,missing,No,0.213462485240646,21pr-35pr
216,no,no,5,5,4,Female,"Routine,_semi-routine_or_unemployed",GCSE_grades_A-C_or_equiv,yes,owned,no,Yes,Yes,No,Yes,4_evenings,low,No,No,No,No,0.033180119209064,5pr-9pr
216,no,no,4,5,4,Female,Managerial_and_professional,HE_below_degree_level,yes,owned,no,Yes,Yes,No,Yes,1_evening,high,No,missing,No,No,-1.1808406639328,5pr-9pr
216,no,no,4,5,4,Female,missing,missing,yes,rented,no,Yes,No,No,No,1_evening,very_low,No,No,No,No,-0.065679268197902,5pr-9pr
216,no,no,5,4,4,Female,"Routine,_semi-routine_or_unemployed",No_qualification,no,rented,yes,Yes,Yes,No,Yes,3_evenings,missing,No,No,No,Yes,0.842693002239801,21pr-35pr
216,no,no,4,4,4,Female,"Routine,_semi-routine_or_unemployed",Other_qualifications,no,owned,no,No,Yes,No,No,2_evenings,low,No,No,missing,No,-0.277422381787763,9pr-13pr
216,no,no,4,4,3,Female,missing,No_qualification,no,other/DK/Ref,no,Yes,No,No,Yes,3_evenings,very_high,No,No,missing,missing,1.61400284022277,21pr-35pr
216,no,no,3,2,3,Female,"Routine,_semi-routine_or_unemployed",No_qualification,yes,rented,yes,No,Yes,No,Yes,5_evenings,very_low,No,No,No,No,0.551180784174335,13pr-21pr
216,no,no,5,5,5,Male,Intermediate,GCSE_grades_A-C_or_equiv,no,owned,no,No,Yes,No,Yes,2_evenings,very_low,No,No,No,No,-0.214357831516718,13pr-21pr
216,no,no,4,4,4,Male,Intermediate,Other_qualifications,no,owned,no,No,Yes,No,Yes,2_evenings,very_high,No,No,No,No,0.926950745315437,21pr-35pr
216,no,no,4,4,4,Male,"Routine,_semi-routine_or_unemployed",No_qualification,no,rented,no,Yes,missing,No,Yes,5_evenings,very_high,No,No,No,No,0.682890496146258,21pr-35pr
216,no,no,3,4,4,Male,missing,Other_qualifications,no,owned,no,Yes,Yes,No,Yes,1_evening,missing,Yes,No,missing,missing,0.533853292715793,13pr-21pr
216,no,no,3,4,4,Male,Managerial_and_professional,HE_below_degree_level,no,owned,no,No,Yes,No,Yes,2_evenings,high,Yes,No,No,Yes,0.820880570314795,5pr-9pr
216,no,no,3,3,3,Male,"Routine,_semi-routine_or_unemployed",Other_qualifications,no,owned,no,Yes,Yes,No,Yes,1_evening,high,Yes,No,No,No,-0.043848319595928,13pr-21pr
216,no,no,3,3,3,Male,Intermediate,GCE_A_Level_or_equivalent,no,owned,no,Yes,Yes,No,Yes,5_evenings,low,No,Yes,No,No,0.393707623985687,35pr+
216,no,no,3,2,3,Male,"Routine,_semi-routine_or_unemployed",No_qualification,no,rented,yes,Yes,Yes,No,Yes,3_evenings,very_high,No,No,No,No,0.717556014445825,35pr+
215,no,no,4,4,5,Male,Intermediate,Other_qualifications,no,owned,no,No,Yes,No,Yes,1_evening,low,No,No,No,No,1.09947337285172,13pr-21pr
215,no,no,4,5,4,Male,"Routine,_semi-routine_or_unemployed",GCSE_grades_A-C_or_equiv,no,owned,no,No,No,No,No,missing,low,No,No,No,No,0.471915863137183,35pr+
215,no,no,4,5,4,Male,missing,No_qualification,no,owned,yes,Yes,Yes,No,Yes,2_evenings,very_high,No,No,missing,missing,0.500478288058099,13pr-21pr
215,no,no,3,3,3,Male,"Routine,_semi-routine_or_unemployed",No_qualification,no,owned,no,No,Yes,No,No,missing,low,Yes,Yes,No,Yes,0.633976539637198,13pr-21pr
214,no,no,5,5,5,Female,Intermediate,GCSE_grades_A-C_or_equiv,no,owned,no,Yes,Yes,No,No,3_evenings,very_low,No,No,No,No,0.865492282949666,9pr-13pr
214,no,no,5,5,5,Female,Intermediate,GCSE_grades_A-C_or_equiv,no,owned,no,No,Yes,No,No,none,very_low,Yes,Yes,No,No,0.299483100075134,21pr-35pr
214,no,no,4,5,5,Female,Managerial_and_professional,Other_qualifications,no,rented,no,Yes,Yes,No,Yes,2_evenings,low,No,No,No,No,1.42971080412694,21pr-35pr
214,no,no,4,5,4,Female,"Routine,_semi-routine_or_unemployed",GCE_A_Level_or_equivalent,no,owned,no,No,Yes,No,No,1_evening,very_high,No,No,missing,No,-0.942465695468871,13pr-21pr
214,no,no,4,4,3,Female,missing,missing,no,owned,no,missing,missing,missing,Yes,4_evenings,low,No,No,missing,missing,0.075648422236022,13pr-21pr
214,no,no,3,3,3,Female,"Routine,_semi-routine_or_unemployed",No_qualification,yes,rented,yes,No,No,No,Yes,1_evening,very_high,No,No,No,No,0.563539479075608,21pr-35pr
214,no,no,3,2,2,Female,missing,No_qualification,no,rented,yes,Yes,No,Yes,Yes,5_evenings,low,Yes,No,missing,missing,0.318257520062612,35pr+
214,no,no,5,6,5,Male,missing,No_qualification,no,rented,yes,Yes,Yes,No,Yes,1_evening,high,Yes,Yes,No,Yes,0.837597968907005,13pr-21pr
214,no,no,4,5,5,Male,missing,missing,yes,owned,no,No,Yes,No,No,1_evening,very_low,No,No,No,No,1.88736660536609,35pr+
214,no,no,4,4,5,Male,"Routine,_semi-routine_or_unemployed",GCE_A_Level_or_equivalent,no,rented,no,Yes,Yes,No,Yes,2_evenings,high,No,No,No,Yes,1.96843055772194,21pr-35pr
214,no,no,4,5,4,Male,Intermediate,Other_qualifications,yes,rented,no,Yes,No,No,Yes,1_evening,low,No,No,No,Yes,0.253112986792417,9pr-13pr
214,no,no,5,4,4,Male,missing,GCSE_grades_A-C_or_equiv,yes,owned,no,No,Yes,No,Yes,3_evenings,very_high,No,No,No,No,0.75162802837075,13pr-21pr
