ks4score,fiveac,fiveem,k3en,k3ma,k3sc,gender,SECshort,hiquamum,singlepar,house,fsm,parasp,computer,tuition,pupasp,homework,attitude,sen,truancy,absent,exclude,IDACI_n,FSMband
234,yes,no,3,2,2,Male,Intermediate,No_qualification,no,rented,yes,Yes,Yes,No,Yes,1_evening,low,No,Yes,No,No,2.45614035653367,35pr+
233.75,no,no,4,5,4,Male,"Routine,_semi-routine_or_unemployed",GCE_A_Level_or_equivalent,yes,rented,yes,Yes,Yes,No,Yes,missing,low,No,Yes,No,Yes,-0.243022044026448,9pr-13pr
233.75,no,no,3,5,4,Male,"Routine,_semi-routine_or_unemployed",Other_qualifications,no,rented,yes,Yes,Yes,No,Yes,2_evenings,low,No,No,missing,missing,-0.055796315309392,21pr-35pr
233,no,no,5,5,5,Female,Intermediate,GCSE_grades_A-C_or_equiv,no,rented,no,Yes,Yes,No,Yes,3_evenings,low,No,No,No,No,0.672281691637863,9pr-13pr
233,no,no,5,5,4,Female,Intermediate,GCSE_grades_A-C_or_equiv,no,owned,no,Yes,No,No,Yes,none,very_low,No,Yes,Yes,Yes,1.03725385862602,21pr-35pr
233,no,no,4,4,4,Female,"Routine,_semi-routine_or_unemployed",No_qualification,yes,owned,yes,Yes,Yes,No,Yes,1_evening,very_high,No,No,missing,missing,0.857766393149456,35pr+
233,no,no,3,3,3,Female,"Routine,_semi-routine_or_unemployed",GCSE_grades_A-C_or_equiv,yes,rented,yes,Yes,No,No,No,5_evenings,low,No,No,No,No,-0.013206353485931,13pr-21pr
233,no,no,5,4,5,Male,"Routine,_semi-routine_or_unemployed",Other_qualifications,yes,owned,yes,Yes,Yes,No,Yes,2_evenings,low,No,No,No,No,0.951684286042301,21pr-35pr
233,no,no,4,5,4,Male,Managerial_and_professional,Degree_or_equivalent,no,owned,no,No,Yes,No,No,3_evenings,high,No,No,No,No,-0.865492282949666,<5pr
233,no,no,4,5,4,Male,"Routine,_semi-routine_or_unemployed",GCSE_grades_A-C_or_equiv,no,owned,no,No,Yes,No,Yes,2_evenings,low,No,Yes,No,Yes,-0.226339720427365,5pr-9pr
233,no,no,4,5,4,Male,Managerial_and_professional,GCSE_grades_A-C_or_equiv,no,owned,no,No,Yes,No,Yes,5_evenings,low,No,Yes,No,No,-0.885095992685826,<5pr
233,no,no,3,5,4,Male,Managerial_and_professional,HE_below_degree_level,yes,rented,no,No,Yes,No,Yes,none,low,No,Yes,No,No,0.663928182600585,21pr-35pr
233,no,no,4,4,4,Male,"Routine,_semi-routine_or_unemployed",No_qualification,no,rented,yes,Yes,Yes,No,No,2_evenings,low,No,Yes,No,No,0.78670426945405,13pr-21pr
233,no,no,3,3,4,Male,"Routine,_semi-routine_or_unemployed",No_qualification,yes,rented,yes,Yes,Yes,No,Yes,1_evening,low,No,Yes,No,No,1.99916159610407,13pr-21pr
232.5,no,no,4,4,4,Female,Intermediate,Other_qualifications,yes,rented,no,Yes,No,No,Yes,missing,missing,No,No,No,Yes,0.349042000707,21pr-35pr
232.25,no,no,4,4,3,Female,"Routine,_semi-routine_or_unemployed",GCSE_grades_A-C_or_equiv,yes,rented,yes,Yes,Yes,No,No,2_evenings,very_low,No,No,No,No,1.70881982309263,21pr-35pr
232,no,no,5,5,5,Female,Managerial_and_professional,No_qualification,no,owned,no,Yes,Yes,No,Yes,3_evenings,high,No,No,missing,missing,-0.307480227084571,13pr-21pr
232,no,no,4,5,5,Female,"Routine,_semi-routine_or_unemployed",Other_qualifications,no,owned,no,No,Yes,No,No,2_evenings,very_low,Yes,No,Yes,No,0.457911694687212,35pr+
232,no,no,4,5,5,Female,"Routine,_semi-routine_or_unemployed",missing,yes,rented,no,Yes,No,No,Yes,1_evening,high,No,Yes,missing,No,0.423457453636425,13pr-21pr
232,no,no,5,5,4,Female,"Routine,_semi-routine_or_unemployed",GCSE_grades_A-C_or_equiv,no,rented,yes,Yes,Yes,No,Yes,5_evenings,high,Yes,No,No,No,0.535688951877015,21pr-35pr
232,no,no,5,5,4,Female,Intermediate,missing,yes,rented,yes,Yes,Yes,No,No,3_evenings,low,No,No,No,No,0.012728989143251,13pr-21pr
232,no,no,5,5,4,Female,Intermediate,HE_below_degree_level,yes,owned,no,Yes,Yes,No,Yes,2_evenings,very_low,No,No,No,No,-0.022993141633282,13pr-21pr
232,no,no,5,5,4,Female,"Routine,_semi-routine_or_unemployed",No_qualification,yes,owned,yes,Yes,No,No,Yes,2_evenings,very_high,No,Yes,missing,missing,0.942837863310388,35pr+
232,no,no,5,4,4,Female,"Routine,_semi-routine_or_unemployed",GCSE_grades_A-C_or_equiv,no,owned,no,No,Yes,No,No,2_evenings,very_low,No,No,No,No,-0.527808315654474,13pr-21pr
232,no,no,5,4,4,Female,Managerial_and_professional,Degree_or_equivalent,no,owned,no,Yes,Yes,Yes,Yes,none,very_low,No,Yes,No,No,-1.09584065040565,<5pr
232,no,no,3,3,3,Female,"Routine,_semi-routine_or_unemployed",No_qualification,no,owned,no,Yes,Yes,Yes,Yes,missing,high,No,No,No,No,0.82881768596183,13pr-21pr
232,no,no,3,2,2,Female,"Routine,_semi-routine_or_unemployed",No_qualification,no,rented,no,Yes,No,No,Yes,5_evenings,very_high,No,No,missing,missing,1.60183203271603,35pr+
232,no,no,6,5,4,Male,Managerial_and_professional,HE_below_degree_level,yes,rented,no,No,Yes,No,Yes,2_evenings,low,No,No,No,No,1.12546969164118,5pr-9pr
232,no,no,5,5,4,Male,"Routine,_semi-routine_or_unemployed",GCSE_grades_A-C_or_equiv,no,rented,no,Yes,Yes,No,Yes,2_evenings,very_low,No,No,No,Yes,0.11873435048601,5pr-9pr
232,no,no,4,5,4,Male,"Routine,_semi-routine_or_unemployed",GCSE_grades_A-C_or_equiv,no,owned,no,Yes,Yes,No,No,none,low,Yes,No,No,Yes,-2.28098269716519,5pr-9pr
232,no,no,4,5,4,Male,"Routine,_semi-routine_or_unemployed",No_qualification,yes,rented,yes,Yes,Yes,No,No,2_evenings,low,No,No,No,No,-0.16938145179715,<5pr
232,no,no,4,5,4,Male,Intermediate,Other_qualifications,no,rented,no,Yes,Yes,Yes,Yes,3_evenings,high,No,No,No,No,0.014479340074793,<5pr
232,no,no,5,4,4,Male,Managerial_and_professional,HE_below_degree_level,yes,owned,no,Yes,Yes,Yes,No,missing,very_low,No,missing,No,Yes,-0.652861656563276,9pr-13pr
232,no,no,4,4,4,Male,Intermediate,HE_below_degree_level,yes,rented,no,Yes,Yes,Yes,Yes,none,very_high,Yes,No,No,Yes,0.347435986511635,13pr-21pr
232,no,no,3,4,4,Male,Intermediate,No_qualification,no,owned,no,Yes,Yes,No,Yes,3_evenings,very_low,Yes,Yes,missing,missing,0.392074814714269,35pr+
231.5,no,no,4,3,3,Female,missing,Other_qualifications,no,owned,no,Yes,Yes,No,Yes,missing,very_low,Yes,No,No,No,0.847126457678999,9pr-13pr
231,no,no,6,5,4,Female,"Routine,_semi-routine_or_unemployed",GCE_A_Level_or_equivalent,yes,owned,no,No,Yes,No,No,2_evenings,low,No,Yes,No,No,0.208012678494314,9pr-13pr
231,no,no,4,5,4,Female,"Routine,_semi-routine_or_unemployed",No_qualification,yes,rented,yes,Yes,Yes,No,Yes,2_evenings,very_high,No,No,No,No,0.992257167780259,35pr+
231,no,no,5,4,4,Female,missing,GCSE_grades_A-C_or_equiv,no,rented,no,Yes,Yes,No,Yes,2_evenings,low,No,No,No,No,0.164944414455968,13pr-21pr
231,no,no,4,4,4,Female,missing,Other_qualifications,no,rented,yes,Yes,Yes,No,Yes,2_evenings,high,No,No,Yes,No,1.0107791889999,9pr-13pr
231,no,no,3,3,3,Female,Intermediate,Other_qualifications,no,rented,no,Yes,No,No,No,5_evenings,very_high,No,No,No,No,1.23957556118673,21pr-35pr
231,no,no,4,5,5,Male,"Routine,_semi-routine_or_unemployed",No_qualification,no,owned,no,Yes,Yes,No,Yes,1_evening,very_high,No,No,missing,missing,0.90456672318334,21pr-35pr
231,no,no,6,4,5,Male,"Routine,_semi-routine_or_unemployed",No_qualification,yes,rented,yes,Yes,No,No,Yes,1_evening,low,Yes,Yes,No,Yes,-0.172368239797057,21pr-35pr
231,no,no,4,4,5,Male,Managerial_and_professional,GCSE_grades_A-C_or_equiv,yes,owned,no,Yes,Yes,No,Yes,1_evening,high,No,No,No,No,-0.62795780969643,13pr-21pr
231,no,no,4,5,4,Male,Managerial_and_professional,GCSE_grades_A-C_or_equiv,yes,owned,no,No,Yes,No,Yes,4_evenings,low,No,Yes,No,No,-0.731207539967707,9pr-13pr
231,no,no,5,4,4,Male,missing,No_qualification,no,owned,no,Yes,Yes,No,Yes,2_evenings,high,No,missing,No,No,0.602578748009636,13pr-21pr
231,no,no,4,3,4,Male,missing,No_qualification,no,owned,no,No,Yes,No,No,2_evenings,very_high,No,No,Yes,No,-1.84516044531636,5pr-9pr
231,no,no,3,4,3,Male,missing,missing,no,rented,yes,missing,missing,missing,Yes,3_evenings,low,No,No,missing,missing,0.511056102331699,35pr+
230.5,no,no,3,4,4,Female,Intermediate,GCSE_grades_A-C_or_equiv,no,owned,no,Yes,Yes,No,Yes,3_evenings,very_high,No,No,No,No,-0.157690765326119,21pr-35pr
230,no,no,6,6,5,Female,Managerial_and_professional,GCSE_grades_A-C_or_equiv,no,rented,no,Yes,Yes,No,Yes,5_evenings,low,No,No,No,No,-0.458530214883425,5pr-9pr
230,no,yes,5,6,5,Female,missing,No_qualification,no,owned,no,Yes,Yes,No,Yes,3_evenings,high,No,No,No,Yes,0.683995803839981,35pr+
230,no,no,5,5,5,Female,"Routine,_semi-routine_or_unemployed",No_qualification,no,owned,no,Yes,Yes,No,No,missing,very_low,No,Yes,missing,No,0.776769628978417,35pr+
230,no,no,4,5,5,Female,"Routine,_semi-routine_or_unemployed",Other_qualifications,yes,rented,yes,Yes,Yes,No,Yes,3_evenings,high,No,No,Yes,No,0.558511386417361,35pr+
230,no,no,5,4,5,Female,Managerial_and_professional,GCSE_grades_A-C_or_equiv,no,owned,no,No,Yes,No,No,none,missing,No,Yes,No,No,-1.49359710746187,5pr-9pr
230,no,no,5,5,4,Female,missing,No_qualification,no,rented,yes,Yes,Yes,No,Yes,2_evenings,very_low,No,Yes,No,No,1.41678752099234,35pr+
230,no,no,5,5,4,Female,"Routine,_semi-routine_or_unemployed",GCE_A_Level_or_equivalent,yes,rented,no,Yes,No,No,Yes,3_evenings,low,No,Yes,No,Yes,1.15643165078337,21pr-35pr
230,no,no,5,4,4,Female,Intermediate,GCSE_grades_A-C_or_equiv,no,owned,no,Yes,Yes,No,Yes,3_evenings,very_low,No,missing,No,No,-0.677676647021868,13pr-21pr
230,no,no,5,4,4,Female,"Routine,_semi-routine_or_unemployed",Other_qualifications,yes,rented,yes,Yes,Yes,No,Yes,none,very_low,No,No,No,No,1.5884877918294,13pr-21pr
230,no,no,4,4,4,Female,Intermediate,No_qualification,no,owned,no,Yes,No,No,Yes,4_evenings,high,No,No,missing,missing,0.957329938112812,35pr+
230,no,no,3,4,4,Female,"Routine,_semi-routine_or_unemployed",No_qualification,yes,rented,yes,No,Yes,Yes,Yes,5_evenings,very_high,No,No,No,No,0.544433175342576,35pr+
230,no,no,3,4,4,Female,Intermediate,Other_qualifications,yes,rented,yes,Yes,No,No,No,1_evening,very_low,No,Yes,No,No,2.89229679389538,21pr-35pr
230,no,no,3,4,3,Female,"Routine,_semi-routine_or_unemployed",No_qualification,yes,rented,yes,Yes,No,No,Yes,1_evening,missing,No,missing,missing,missing,1.0978731899715,35pr+
230,no,no,5,3,3,Female,missing,No_qualification,no,owned,no,Yes,No,No,Yes,missing,high,No,No,No,No,0.262076925975636,13pr-21pr
230,no,no,4,3,3,Female,Managerial_and_professional,No_qualification,yes,owned,no,Yes,Yes,No,Yes,1_evening,very_low,No,Yes,Yes,No,0.417200540980389,9pr-13pr
230,no,no,5,4,2,Female,"Routine,_semi-routine_or_unemployed",GCSE_grades_A-C_or_equiv,yes,rented,yes,Yes,No,No,Yes,missing,very_low,No,No,missing,No,1.3642869609921,35pr+
230,no,no,5,6,5,Male,Managerial_and_professional,Degree_or_equivalent,no,owned,no,Yes,Yes,No,No,1_evening,very_low,No,Yes,No,No,1.06111773348112,<5pr
230,no,no,4,6,5,Male,missing,GCSE_grades_A-C_or_equiv,yes,rented,yes,No,Yes,No,No,1_evening,very_low,No,No,No,No,0.38623959594987,5pr-9pr
230,no,no,4,6,5,Male,"Routine,_semi-routine_or_unemployed",GCSE_grades_A-C_or_equiv,yes,owned,no,Yes,No,No,Yes,3_evenings,low,No,No,No,No,0.289347577576688,9pr-13pr
230,no,no,4,5,5,Male,Managerial_and_professional,GCSE_grades_A-C_or_equiv,no,owned,no,Yes,Yes,No,Yes,3_evenings,low,No,Yes,No,Yes,-0.202000653766191,NA
230,no,no,4,4,5,Male,Managerial_and_professional,GCSE_grades_A-C_or_equiv,no,owned,no,Yes,Yes,No,Yes,3_evenings,very_high,No,No,No,No,-3.00203470290646,<5pr
230,no,no,3,5,4,Male,Intermediate,Other_qualifications,no,owned,yes,Yes,Yes,Yes,Yes,2_evenings,low,No,Yes,No,Yes,0.229278954445493,21pr-35pr
230,no,no,5,4,4,Male,"Routine,_semi-routine_or_unemployed",GCSE_grades_A-C_or_equiv,yes,rented,yes,Yes,Yes,No,Yes,3_evenings,low,No,No,missing,missing,1.33676216134306,35pr+
230,no,no,4,4,4,Male,"Routine,_semi-routine_or_unemployed",No_qualification,yes,rented,yes,Yes,Yes,No,Yes,2_evenings,missing,No,Yes,No,No,1.03643679248855,13pr-21pr
230,no,no,3,4,4,Male,missing,No_qualification,no,rented,yes,No,Yes,No,Yes,1_evening,very_low,No,No,No,No,0.282883097413985,13pr-21pr
230,no,no,4,3,3,Male,missing,No_qualification,no,owned,no,missing,missing,missing,Yes,1_evening,very_high,No,No,missing,missing,1.22243441080215,35pr+
230,no,no,3,3,3,Male,"Routine,_semi-routine_or_unemployed",missing,no,owned,no,No,Yes,No,No,missing,very_high,Yes,No,Yes,No,0.228707282361315,21pr-35pr
230,no,no,3,3,3,Male,"Routine,_semi-routine_or_unemployed",GCSE_grades_A-C_or_equiv,yes,owned,yes,No,No,No,No,missing,very_low,No,No,No,No,-0.392418477032556,5pr-9pr
230,no,no,3,4,2,Male,Intermediate,No_qualification,yes,rented,yes,Yes,Yes,No,Yes,3_evenings,very_high,No,Yes,No,No,2.28205665097979,35pr+
229,no,no,5,5,5,Female,Managerial_and_professional,GCE_A_Level_or_equivalent,yes,rented,no,Yes,Yes,No,Yes,1_evening,low,No,No,No,No,-0.971898328487156,9pr-13pr
229,no,no,4,4,2,Female,Managerial_and_professional,GCE_A_Level_or_equivalent,yes,owned,no,Yes,Yes,No,Yes,3_evenings,very_high,No,No,No,No,0.846670978709955,35pr+
229,no,no,5,6,5,Male,Intermediate,GCSE_grades_A-C_or_equiv,yes,rented,yes,Yes,Yes,No,No,2_evenings,very_low,No,No,No,No,0.810782617570612,13pr-21pr
229,no,no,5,6,5,Male,Intermediate,No_qualification,no,owned,no,Yes,Yes,No,Yes,2_evenings,very_high,No,No,No,No,-0.605634084141254,21pr-35pr
229,no,no,5,5,5,Male,Intermediate,GCSE_grades_A-C_or_equiv,yes,rented,yes,Yes,Yes,No,Yes,5_evenings,low,No,No,No,No,-0.213788045868132,9pr-13pr
229,no,no,4,4,4,Male,Managerial_and_professional,Other_qualifications,no,rented,no,No,Yes,No,No,2_evenings,missing,No,missing,No,No,0.847923969064986,35pr+
229,no,no,3,4,4,Male,"Routine,_semi-routine_or_unemployed",No_qualification,no,rented,yes,No,Yes,No,Yes,1_evening,missing,No,missing,missing,missing,0.977398896269774,21pr-35pr
229,no,no,3,4,4,Male,Intermediate,GCSE_grades_A-C_or_equiv,yes,owned,no,No,Yes,No,No,3_evenings,low,No,No,Yes,No,-0.551921770687965,5pr-9pr
228.75,no,no,4,3,4,Male,Managerial_and_professional,No_qualification,no,owned,no,No,Yes,No,No,none,high,No,No,No,Yes,-0.267679747814215,13pr-21pr
228.5,no,no,5,4,4,Female,missing,missing,no,owned,no,Yes,Yes,No,Yes,3_evenings,very_low,Yes,No,No,No,0.627473420927105,13pr-21pr
228.25,no,no,4,5,4,Male,Intermediate,missing,no,rented,no,Yes,Yes,No,Yes,missing,very_low,No,No,missing,missing,0.94943450130082,35pr+
228,no,no,5,6,5,Female,Intermediate,No_qualification,yes,rented,no,Yes,Yes,Yes,Yes,1_evening,very_high,No,No,No,Yes,0.515139702170425,9pr-13pr
228,no,no,5,5,5,Female,Intermediate,GCSE_grades_A-C_or_equiv,no,owned,no,Yes,Yes,No,No,1_evening,very_low,No,No,No,No,0.492379505596025,<5pr
228,no,no,4,5,4,Female,Managerial_and_professional,GCE_A_Level_or_equivalent,no,owned,no,No,Yes,No,Yes,1_evening,very_high,No,No,No,No,0.196644737249887,5pr-9pr
228,no,no,3,5,4,Female,"Routine,_semi-routine_or_unemployed",GCSE_grades_A-C_or_equiv,no,owned,no,Yes,Yes,No,Yes,2_evenings,low,No,No,No,No,0.583419552333473,9pr-13pr
228,no,no,4,4,4,Female,"Routine,_semi-routine_or_unemployed",GCSE_grades_A-C_or_equiv,no,owned,no,Yes,Yes,No,Yes,1_evening,very_low,No,No,No,No,0.439173195311332,21pr-35pr
228,no,no,4,4,4,Female,"Routine,_semi-routine_or_unemployed",GCSE_grades_A-C_or_equiv,no,rented,yes,Yes,Yes,No,No,5_evenings,high,No,No,No,No,-0.14168099183858,13pr-21pr
228,no,no,5,3,3,Female,"Routine,_semi-routine_or_unemployed",No_qualification,no,owned,yes,Yes,No,No,Yes,4_evenings,missing,No,No,No,No,0.711702275714677,35pr+
228,no,no,5,7,4,Male,missing,GCSE_grades_A-C_or_equiv,no,rented,yes,Yes,Yes,No,Yes,3_evenings,low,No,No,No,No,0.734120833565689,35pr+
228,no,no,4,4,4,Male,Managerial_and_professional,missing,yes,owned,no,Yes,Yes,No,Yes,2_evenings,missing,No,No,No,No,-0.131081695301417,5pr-9pr
228,no,no,4,4,4,Male,missing,missing,missing,other/DK/Ref,no,missing,missing,missing,Yes,2_evenings,low,No,No,missing,missing,0.001750189637569,9pr-13pr
228,no,no,4,3,4,Male,Intermediate,No_qualification,no,owned,yes,Yes,Yes,No,Yes,3_evenings,high,No,No,No,No,1.88313328125211,35pr+
228,no,no,3,4,3,Male,"Routine,_semi-routine_or_unemployed",No_qualification,yes,rented,yes,Yes,No,No,Yes,2_evenings,low,No,No,missing,missing,0.89443285407652,21pr-35pr
228,no,no,3,4,3,Male,Managerial_and_professional,GCSE_grades_A-C_or_equiv,no,owned,no,No,No,No,Yes,2_evenings,very_low,Yes,Yes,No,No,0.304395699621555,13pr-21pr
228,no,no,3,3,3,Male,"Routine,_semi-routine_or_unemployed",No_qualification,no,rented,missing,Yes,No,No,Yes,2_evenings,low,missing,missing,missing,missing,0.825345790641793,35pr+
228,no,no,4,4,2,Male,"Routine,_semi-routine_or_unemployed",No_qualification,yes,owned,yes,Yes,Yes,No,Yes,5_evenings,very_high,No,No,missing,missing,1.13830131768149,35pr+
227,no,no,5,5,4,Female,"Routine,_semi-routine_or_unemployed",GCSE_grades_A-C_or_equiv,no,rented,no,Yes,No,No,Yes,1_evening,high,No,No,No,No,0.517593987453438,9pr-13pr
227,no,no,4,4,4,Female,"Routine,_semi-routine_or_unemployed",No_qualification,no,rented,yes,Yes,Yes,No,Yes,1_evening,high,No,No,No,No,0.299150305279383,21pr-35pr
227,no,no,4,4,4,Female,Intermediate,GCSE_grades_A-C_or_equiv,no,rented,no,No,Yes,No,No,3_evenings,very_low,No,No,Yes,No,-0.284373841795227,5pr-9pr
227,no,no,3,5,4,Male,missing,GCE_A_Level_or_equivalent,no,owned,no,Yes,Yes,No,Yes,2_evenings,high,Yes,No,No,No,-0.556188346588173,<5pr
226.5,no,no,4,4,4,Male,"Routine,_semi-routine_or_unemployed",No_qualification,yes,owned,no,No,No,No,Yes,3_evenings,low,No,missing,missing,missing,-0.41954495647752,9pr-13pr
226,no,no,5,6,5,Female,"Routine,_semi-routine_or_unemployed",GCSE_grades_A-C_or_equiv,yes,rented,yes,Yes,Yes,No,Yes,2_evenings,very_low,No,Yes,No,No,1.82292402139233,13pr-21pr
226,no,no,5,5,5,Female,Intermediate,missing,yes,owned,no,No,Yes,No,Yes,none,very_low,No,Yes,No,No,-0.380845153112105,5pr-9pr
226,no,no,5,5,4,Female,missing,No_qualification,no,rented,no,No,No,No,No,1_evening,high,No,No,No,No,-0.03747872219107,5pr-9pr
226,no,no,4,5,4,Female,missing,HE_below_degree_level,no,owned,no,No,Yes,No,Yes,missing,very_low,No,No,No,No,-0.234754494243382,9pr-13pr
226,no,no,4,5,4,Female,"Routine,_semi-routine_or_unemployed",No_qualification,no,rented,yes,No,Yes,No,Yes,3_evenings,high,No,No,No,Yes,2.42942236490976,21pr-35pr
226,no,no,5,4,4,Female,missing,GCSE_grades_A-C_or_equiv,yes,rented,yes,Yes,No,No,Yes,2_evenings,high,No,No,No,No,0.330079836282604,13pr-21pr
226,no,no,4,3,4,Female,missing,No_qualification,no,owned,yes,Yes,Yes,No,Yes,missing,very_low,No,Yes,missing,missing,0.332769291022859,35pr+
226,no,no,4,4,3,Female,"Routine,_semi-routine_or_unemployed",Other_qualifications,no,owned,no,No,Yes,No,No,1_evening,very_low,No,Yes,No,No,0.204843255716944,13pr-21pr
226,no,no,3,3,3,Female,Intermediate,No_qualification,no,owned,no,Yes,No,No,Yes,5_evenings,very_low,No,missing,No,No,0.493547323592169,35pr+
226,no,no,5,7,6,Male,missing,No_qualification,no,rented,yes,No,No,No,Yes,3_evenings,high,No,No,missing,missing,1.38433231228181,35pr+
226,no,no,5,6,6,Male,Managerial_and_professional,Degree_or_equivalent,no,owned,no,Yes,Yes,No,Yes,1_evening,high,No,No,Yes,No,0.416419579074258,9pr-13pr
226,no,no,5,5,5,Male,Intermediate,No_qualification,no,owned,no,Yes,Yes,Yes,Yes,4_evenings,very_high,No,No,No,No,0.198591682572429,13pr-21pr
226,no,no,5,4,5,Male,"Routine,_semi-routine_or_unemployed",Other_qualifications,no,owned,no,Yes,Yes,No,No,missing,low,No,No,No,Yes,0.604869721031059,13pr-21pr
226,no,no,3,4,5,Male,Intermediate,GCSE_grades_A-C_or_equiv,no,owned,no,Yes,Yes,No,No,1_evening,low,Yes,missing,No,Yes,0.375120336877791,13pr-21pr
226,no,no,4,3,5,Male,missing,No_qualification,no,rented,yes,Yes,Yes,No,Yes,2_evenings,very_high,No,No,No,No,0.614642077426204,35pr+
226,no,no,4,5,4,Male,Managerial_and_professional,Degree_or_equivalent,no,rented,no,No,Yes,No,No,3_evenings,very_high,No,No,No,No,-0.658187238842185,21pr-35pr
226,no,no,4,5,4,Male,missing,GCSE_grades_A-C_or_equiv,no,rented,yes,No,Yes,No,No,2_evenings,very_low,No,No,No,No,-0.634657514686778,5pr-9pr
226,no,no,3,5,4,Male,Managerial_and_professional,Other_qualifications,no,owned,no,No,Yes,No,No,missing,very_high,No,No,No,No,-0.215009100352592,5pr-9pr
226,no,no,5,4,4,Male,Managerial_and_professional,GCSE_grades_A-C_or_equiv,no,owned,no,No,No,No,Yes,3_evenings,very_high,No,No,No,No,-0.486371342271843,5pr-9pr
226,no,no,4,4,4,Male,"Routine,_semi-routine_or_unemployed",No_qualification,yes,rented,yes,Yes,No,No,Yes,2_evenings,very_high,No,No,No,No,0.779785062643132,35pr+
226,no,no,4,4,4,Male,"Routine,_semi-routine_or_unemployed",No_qualification,no,rented,yes,Yes,Yes,No,Yes,4_evenings,very_high,No,No,No,No,1.25638792932187,35pr+
226,no,no,3,4,4,Male,Intermediate,Degree_or_equivalent,yes,owned,yes,Yes,Yes,No,Yes,2_evenings,high,No,missing,No,No,0.064722588415544,NA
226,no,no,4,3,4,Male,"Routine,_semi-routine_or_unemployed",No_qualification,yes,rented,yes,Yes,No,No,Yes,2_evenings,low,No,No,missing,missing,-0.546187005046225,9pr-13pr
226,no,no,4,3,4,Male,"Routine,_semi-routine_or_unemployed",Other_qualifications,no,owned,no,No,Yes,No,Yes,2_evenings,low,No,No,No,No,0.646867901963659,13pr-21pr
226,no,no,4,3,3,Male,Intermediate,No_qualification,no,owned,no,No,Yes,No,Yes,1_evening,low,No,No,missing,missing,-0.838502161125658,9pr-13pr
226,no,no,3,3,3,Male,missing,missing,yes,owned,no,Yes,Yes,No,Yes,3_evenings,low,No,No,No,Yes,-0.663035915728153,NA
226,no,no,3,2,3,Male,"Routine,_semi-routine_or_unemployed",No_qualification,yes,rented,no,Yes,No,No,Yes,2_evenings,very_high,No,No,missing,missing,0.380417499100893,35pr+
226,no,no,4,5,2,Male,"Routine,_semi-routine_or_unemployed",GCE_A_Level_or_equivalent,no,rented,no,Yes,Yes,No,Yes,missing,low,No,No,No,No,0.326889205097799,21pr-35pr
225.25,no,no,5,5,4,Female,missing,missing,no,owned,no,Yes,Yes,No,Yes,none,very_low,No,Yes,No,No,-0.236799401744049,21pr-35pr
225,no,no,4,4,4,Female,missing,GCSE_grades_A-C_or_equiv,no,rented,no,Yes,Yes,No,Yes,2_evenings,missing,No,No,No,No,-0.77118818736501,9pr-13pr
225,no,no,5,6,5,Male,Managerial_and_professional,GCE_A_Level_or_equivalent,no,owned,no,Yes,Yes,No,No,2_evenings,missing,No,No,No,No,0.145217571897288,5pr-9pr
225,no,no,5,5,5,Male,missing,GCE_A_Level_or_equivalent,yes,owned,no,Yes,No,No,No,missing,missing,No,No,No,No,0.382214114583386,5pr-9pr
225,no,no,4,5,5,Male,"Routine,_semi-routine_or_unemployed",No_qualification,yes,owned,no,No,Yes,No,No,2_evenings,low,No,Yes,No,No,0.387182631997677,21pr-35pr
225,no,no,4,5,5,Male,Managerial_and_professional,No_qualification,no,owned,no,No,Yes,No,Yes,4_evenings,very_high,No,Yes,No,Yes,-1.64245042858309,<5pr
225,no,no,5,4,4,Male,"Routine,_semi-routine_or_unemployed",No_qualification,no,rented,yes,Yes,No,No,No,3_evenings,very_low,No,No,Yes,No,0.907564991047031,21pr-35pr
225,no,no,3,3,2,Male,"Routine,_semi-routine_or_unemployed",No_qualification,no,rented,no,Yes,Yes,No,Yes,2_evenings,high,No,No,No,No,0.343213899745024,35pr+
224.25,no,no,4,4,4,Male,"Routine,_semi-routine_or_unemployed",missing,yes,owned,no,Yes,Yes,No,Yes,none,high,No,Yes,No,No,-0.31993170132339,9pr-13pr
224,no,no,5,4,5,Female,"Routine,_semi-routine_or_unemployed",GCE_A_Level_or_equivalent,no,rented,no,Yes,Yes,No,Yes,5_evenings,high,No,missing,No,No,0.203787240130825,5pr-9pr
224,no,no,5,4,4,Female,Managerial_and_professional,Degree_or_equivalent,yes,owned,no,Yes,Yes,No,Yes,3_evenings,low,No,No,No,No,1.03643679248855,13pr-21pr
224,no,no,5,4,4,Female,Managerial_and_professional,GCE_A_Level_or_equivalent,no,owned,no,Yes,Yes,Yes,Yes,3_evenings,very_high,No,No,No,No,-0.491571409497829,9pr-13pr
224,no,no,4,4,4,Female,"Routine,_semi-routine_or_unemployed",Other_qualifications,no,rented,yes,Yes,Yes,No,Yes,2_evenings,high,No,No,No,No,0.34000920466659,21pr-35pr
224,no,no,4,4,3,Female,missing,No_qualification,no,owned,no,Yes,Yes,No,Yes,5_evenings,very_high,No,No,No,No,-1.76489008897293,9pr-13pr
224,no,no,3,4,3,Female,missing,No_qualification,no,owned,yes,Yes,Yes,No,Yes,3_evenings,high,Yes,No,missing,missing,1.28637686996604,35pr+
224,no,no,5,3,3,Female,"Routine,_semi-routine_or_unemployed",No_qualification,no,owned,yes,No,No,No,Yes,3_evenings,low,No,Yes,missing,missing,1.37752044810204,35pr+
